source_url,source_subcategory_slug,source_sku,name_fr_raw,brand,description_fr_raw,price,currency,image_url,specs_raw,scraped_at
https://www.humeau.com/altimetre-mecanique-barometre-600493.html,barometre-pluviometre-psychrometre,600493,ALTIMETRE MECANIQUE - BAROMETRE,STIL,"Altim&egrave;tre Barom&egrave;tre Portable Altim&egrave;tre m&eacute;canique, associ&eacute; &agrave; un barom&egrave;tre. L&#39;altim&egrave;tre barom&eacute;trique mesure une diff&eacute;rence de pression atmosph&eacute;rique entre le niveau de r&eacute;f&eacute;rence fix&eacute; par l&#39;utilisateur (pression atmosph&eacute;rique au niveau de la mer ou altitude topographique d&#39;un lieu donn&eacute;), et le niveau actuel de l&#39;altim&egrave;tre. L&#39;altim&egrave;tre va indiquer les variations de pression et donc les nouvelles altitudes au cours de votre trajet depuis l&#39;altitude de r&eacute;f&eacute;rence. - Altitude : 0 &agrave; +5000 m / lecture &agrave; 25 m - Pression : 550 hPa &agrave; 1000 hPa - Disque gradu&eacute; rotatif Altim&egrave;tre =Pression -Lani&egrave;re velcro escamotable - Cadran orientable pour pendre ou suspendre Produit vert : fonctionne sans pile",61.30,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/6/0/600493_20251030112101/humeau.com-altimetre-mecanique-barometre-600493-600493-30.jpg,"{""Nom"": ""ALTIMETRE MECANIQUE - BAROMETRE"", ""Matière"": ""Plastique"", ""Alimentation"": ""Manuelle"", ""Pack"": ""1"", ""Marque commerciale"": ""STIL"", ""Poids brut"": ""0.203 KG"", ""Poids net"": ""0.092 KG"", ""Nomenclature douanière"": ""91069000"", ""Pression"": ""550 hPa à 1 000hPa""}",2026-07-18T23:08:10.703540+00:00
https://www.humeau.com/barometre-a-pression-960-1040-mbar-en-laiton-600487.html,barometre-pluviometre-psychrometre,600487,BAROMETRE A PRESSION 960/1040 MBAR EN LAITON,STIL,"&nbsp;Barom&egrave;tre Maritime Laiton avec mouvement apparent Un barom&egrave;tre an&eacute;ro&iuml;de est un instrument m&eacute;t&eacute;orologique qui mesure la pression atmosph&eacute;rique. Le barom&egrave;tre MARITIM est fabriqu&eacute; en laiton poli dans un design maritime classique pour un environnement marin. Le mouvement visible vous permet de regarder le m&eacute;canisme de haute qualit&eacute; du barom&egrave;tre an&eacute;ro&iuml;de. La mesure de la pression atmosph&eacute;rique permet une pr&eacute;vision m&eacute;t&eacute;orologique locale. Quand le temps s&rsquo;am&eacute;liore avec l&rsquo;augmentation de la pression atmosph&eacute;rique, du mauvais temps s&#39;annonce quand la pression atmosph&eacute;rique baisse.",65.00,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/6/0/600487_20251014142103/humeau.com-barometre-a-pression-960-1040-mbar-en-laiton-600487-600487-30.jpg,"{""Nom"": ""BAROMETRE A PRESSION 960/1040 MBAR EN LAITON"", ""Matière"": ""Laiton"", ""Pack"": ""1"", ""Précision"": ""+/-5"", ""Marque commerciale"": ""STIL"", ""Poids brut"": ""0.339 KG"", ""Poids net"": ""0.232 KG"", ""Nomenclature douanière"": ""90251900""}",2026-07-18T23:08:12.267248+00:00
https://www.humeau.com/barometre-thermometre-boitier-en-hetre-600494.html,barometre-pluviometre-psychrometre,600494,BAROMETRE/THERMOMETRE BOITIER EN HETRE,STIL,"Barom&egrave;tre Thermom&egrave;te cadre H&ecirc;tre Un barom&egrave;tre an&eacute;ro&iuml;de est un instrument m&eacute;t&eacute;orologique qui mesure la pression atmosph&eacute;rique. Le barom&egrave;tre thermom&egrave;tre est ins&eacute;r&eacute; dans un cadre en h&ecirc;tre massif La mesure de la pression atmosph&eacute;rique permet une pr&eacute;vision m&eacute;t&eacute;orologique locale. Quand le temps s&rsquo;am&eacute;liore avec l&rsquo;augmentation de la pression atmosph&eacute;rique, du mauvais temps s&#39;annonce quand la pression atmosph&eacute;rique baisse. A utiliser en int&eacute;rieur Produit Vert : fonctionne sans pile",50.20,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/6/0/600494_20251030112101/humeau.com-barometre-thermometre-boitier-en-hetre-600494-600494-30.jpg,"{""Nom"": ""BAROMETRE/THERMOMETRE BOITIER EN HETRE"", ""Matière"": ""Bois"", ""Pack"": ""1"", ""Précision"": ""+/-5"", ""Résolution"": ""1 en (in) hpa"", ""Marque commerciale"": ""STIL"", ""Poids brut"": ""0.167 KG"", ""Poids net"": ""0.178 KG"", ""Nomenclature douanière"": ""90258020"", ""Etendue de mesure - Pression"": ""960-1060 HpA""}",2026-07-18T23:08:13.832291+00:00
https://www.humeau.com/fontaine-de-rechange-pour-psychrometre-200677.html,barometre-pluviometre-psychrometre,200677,FONTAINE DE RECHANGE POUR PSYCHROMETRE,,"Fontaine en verre pour psychrom&egrave;tre Pour&nbsp;psychrom&egrave;tre&nbsp;R&eacute;f.:&nbsp;098.000526.00 Sa fonction est de maintenir mouil&eacute;e la m&egrave;che qui gaine l&#39;ampoule de l&#39;un des deux thermom&egrave;tre afin de donner la valeur de temp&eacute;rature humide. Le niveau d&#39;eau est maintenu grace au bouchon en caoutchouc R&eacute;f.:&nbsp;081.003280.00 La fontaine se positionne au milieu des deux thermom&egrave;tres, partie large pos&eacute;e en but&eacute;e sur l&rsquo;encoche du support.",16.50,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/0/1/01704113787_20260121163102/humeau.com-fontaine-de-rechange-pour-psychrometre-200677-200677-30.jpg,"{""Nom"": ""FONTAINE DE RECHANGE POUR PSYCHROMETRE"", ""Ancienne référence"": ""017.041137.87"", ""Poids brut"": ""0.055 KG"", ""Poids net"": ""0.055 KG"", ""Nomenclature douanière"": ""70179000""}",2026-07-18T23:08:15.452095+00:00
https://www.humeau.com/meche-de-rechange-pour-psychrometre-224816.html,barometre-pluviometre-psychrometre,224816,MECHE DE RECHANGE POUR PSYCHROMETRE,,"M&Egrave;CHE DE PSYCHROM&Egrave;TRE La m&egrave;che est constitu&eacute;e d&#39;un partie chaussant le thermom&egrave;tre de longueur 5 cm et de diam&egrave;tre 7 mm environ, ainsi que une m&egrave;che tress&eacute;e de 5,5 cm.",5.52,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/2/3/23100114400_20260227151101/humeau.com-meche-de-rechange-pour-psychrometre-224816-224816-30.jpg,"{""Nom"": ""MECHE DE RECHANGE POUR PSYCHROMETRE"", ""Ancienne référence"": ""231.001144.00"", ""Conditionnement"": ""1"", ""Diamètre (mm)"": ""7"", ""Longueur (mm)"": ""105"", ""Poids brut"": ""0.01 KG"", ""Poids net"": ""0.01 KG"", ""Nomenclature douanière"": ""70191300""}",2026-07-18T23:08:17.070510+00:00
https://www.humeau.com/meche-de-rechange-pour-psychrometre-par-25-207227.html,barometre-pluviometre-psychrometre,207227,MECHE DE RECHANGE POUR PSYCHROMETRE - PAR 25,,Mèche de rechange pour psychromètre double thermomètre.,20.60,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/2/0/207227_20251212165101/humeau.com-meche-de-rechange-pour-psychrometre-par-25-207227-207227-30.jpg,"{""Nom"": ""MECHE DE RECHANGE POUR PSYCHROMETRE - PAR 25"", ""Ancienne référence"": ""096.023604.11"", ""Dimensions"": ""8 cm"", ""Poids brut"": ""0.01 KG"", ""Poids net"": ""0.01 KG"", ""Nomenclature douanière"": ""70191300""}",2026-07-18T23:08:18.687022+00:00
https://www.humeau.com/plaque-inox-pour-psychrometre-247939.html,barometre-pluviometre-psychrometre,247939,PLAQUE INOX POUR PSYCHROMETRE,,,17.70,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/6/0/60700052600_20230929145102/humeau.com-plaque-inox-pour-psychrometre-247939-247939-30.jpg,"{""Nom"": ""PLAQUE INOX POUR PSYCHROMETRE"", ""Ancienne référence"": ""607.000526.00"", ""Poids brut"": ""0.34 KG"", ""Poids net"": ""0.34 KG"", ""Nomenclature douanière"": ""73145000""}",2026-07-18T23:08:20.303490+00:00
https://www.humeau.com/pluviometre-grande-capacite-0-a-60-mm-600259.html,barometre-pluviometre-psychrometre,600259,PLUVIOMETRE GRANDE CAPACITE 0 A 60 MM,STIL,"Pluviom&egrave;tre grande capacit&eacute; Pluviom&egrave;tre &agrave; lecture directe en plastique de 60 mm d&#39;eau au m&egrave;tre carr&eacute; de capacit&eacute; permettant de mesurer les pr&eacute;cipitations avec un pied amovible. Cet instrument est utilis&eacute; pour mesurer la quantit&eacute; de pr&eacute;cipitations (pluie, neige fondue) tomb&eacute;e sur une p&eacute;riode donn&eacute;e. Il est couramment utilis&eacute; en m&eacute;t&eacute;orologie et en agriculture pour surveiller les niveaux de pluie. C&#39;est un outil essentiel pour anticiper les p&eacute;riodes de s&eacute;cheresse ou d&#39;inondation et pour ajuster l&#39;irrigation des cultures. Plage :&nbsp;0 &agrave; 60 mm",10.10,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/6/0/600259_20250820122003/humeau.com-pluviometre-grande-capacite-0-a-60-mm-600259-600259-30.jpg,"{""Nom"": ""PLUVIOMETRE GRANDE CAPACITE 0 A 60 MM"", ""Matière"": ""Plastique"", ""Précision"": ""+/-1 mm"", ""Résolution"": ""1 mm"", ""Marque commerciale"": ""STIL""}",2026-07-18T23:08:21.919073+00:00
https://www.humeau.com/pluviometre-large-ouverture-sur-socle-10240449200.html,barometre-pluviometre-psychrometre,207629,PLUVIOMETRE LARGE OUVERTURE SUR SOCLE,,"Grand pluviom&egrave;tre sur socle Grand pluviom&egrave;tre large ouverture (~430 cm&sup2;). R&eacute;solution : 0.5mm de 0 &agrave; 10 mm, 1mm de 10 &agrave; 100mm. Socle avec vis de fixation et rondelles d&#39;ajustement fournies pour assurer une bonne horizontalit&eacute;. Grille pour filtrer les salet&eacute;s. Livr&eacute; avec une feuille permettant de reporter les relev&eacute;s quotidiens de pr&eacute;cipitations. R&eacute;ceptacle en plastique ABS transparent amovible facile &agrave; vider. Dimensions et poids : &Oslash;235mm, h=390 mm, 1.2 kg.",0.00,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/1/0/10240449200_20230208110102/humeau.com-pluviometre-large-ouverture-sur-socle-10240449200-207629-30.jpg,"{""Nom"": ""PLUVIOMETRE LARGE OUVERTURE SUR SOCLE"", ""Ancienne référence"": ""102.404492.00"", ""Pack"": ""1"", ""Poids brut"": ""1.2 KG"", ""Poids net"": ""1.2 KG"", ""Nomenclature douanière"": ""39269097""}",2026-07-18T23:08:23.534316+00:00
https://www.humeau.com/psychrometre-plaque-plastique-thermo-liquide-rouge-a-1c-224876.html,barometre-pluviometre-psychrometre,224876,PSYCHROMETRE PLAQUE PLASTIQUE THERMO. LIQUIDE ROUGE A 1C,,Psychrom&egrave;tre Les deux thermom&egrave;tres &agrave; liquide rouge sont fix&eacute;s sur une plaque plastique inalt&eacute;rable. LA mesure s'effectue par lecture des deux thermom&egrave;tres et comparaison des valeurs sur une abaque de lecture.,11.35,EUR,https://www.humeau.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/2/3/23100190000_20250213153101/humeau.com-psychrometre-plaque-plastique-thermo-liquide-rouge-a-1c-224876-224876-30.jpg,"{""Nom"": ""PSYCHROMETRE PLAQUE PLASTIQUE THERMO. LIQUIDE ROUGE A 1C"", ""Ancienne référence"": ""231.001900.00"", ""Dimensions"": ""300 x 75 x 30 mm"", ""Echelle"": ""-10 à 50 °C"", ""Matériaux"": ""Plastique"", ""Précision"": ""1 °C"", ""Poids brut"": ""0.15 KG"", ""Poids net"": ""0.15 KG"", ""Nomenclature douanière"": ""90258080""}",2026-07-18T23:08:25.150515+00:00
